,Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast,labels
10,03-11-00,65.3,65.38,63.31,63.79,5848500,5.735299079,75.77209816,52.83090184,64.95,62.8,62.76,59.69,63.07,62.75,60.575,64.3015,73.1494,72.01145,62.92810673,62.92810673,62.92810673,62.92810673,62.92810673,-3.052284247,-3.80074805,3.205371469,37.36138706,1333.333333,5.66506543,45.47018821,-51.04895105,48.95104895,0.030267414,-6784260,-59186820,3,4,308,44,0,0,0,0,0,0,1,2000,11,72.43,71.5,70.63,69.51,70.689,70.396,76.6872,1426.69,1428.32,1379.58,10817.95,10880.51,10590.62,63.91,2
11,06-11-00,63.63,65.22,63.35,63.91,4448500,5.136832938,74.01366588,53.46633412,63.79,64.95,62.8,59.45,65.3,63.642,61.049,63.74,72.7838,71.94525,63.25540449,63.25540449,63.25540449,63.25540449,63.25540449,-2.738116011,-3.588221642,3.109987792,35.92262707,1333.333333,8.010816292,45.72945839,-14.71471471,85.28528529,0.029507447,533820,-49956655,6,0,311,45,0,0,0,0,0,0,1,2000,11,71.88,72.43,71.5,66.94,70.362,70.388,76.4152,1432.19,1426.69,1398.66,10977.21,10817.95,10835.77,65.19,2
12,07-11-00,64.43,65.94,64.15,65.19,5420600,4.650715848,72.6414317,54.0385683,63.91,63.79,64.95,62.76,63.63,64.128,61.742,63.34,72.412,71.893,63.90026966,63.90026966,63.90026966,63.90026966,63.90026966,-2.358660943,-3.342309502,3.032845807,34.25980422,1333.333333,11.89495366,48.54007211,-7.109004739,92.89099526,0.019957064,6938368,-43364800,7,1,312,45,0,0,0,0,0,0,1,2000,11,71.61,71.88,72.43,71.24,70.329,70.5545,76.1296,1431.87,1432.19,1429.4,10952.18,10977.21,10971.14,63.79,0
13,08-11-00,66.11,66.18,63.31,63.79,6990800,4.254847731,71.47119546,54.45180454,65.19,63.91,63.79,62.8,64.43,64.326,62.542,62.9615,71.9946,71.8413,63.86351311,63.86351311,63.86351311,63.86351311,63.86351311,-2.146168672,-3.103081336,3.021213964,33.00747139,1333.333333,14.33948736,45.749301,-22.15013902,77.84986098,0.02398133,-9787120,-52920356,8,2,313,45,0,0,0,0,0,0,1,2000,11,66.01,71.61,71.88,70.63,70.14,70.4955,75.7234,1409.28,1431.87,1421.22,10907.06,10952.18,10899.47,63.43,2
14,09-11-00,61.72,63.79,61.04,63.43,9047900,4.207970632,71.26394126,54.43205874,63.79,65.19,63.91,64.95,66.11,64.022,62.976,62.848,71.6028,71.7981,63.71900874,63.71900874,63.71900874,63.71900874,63.71900874,-1.983946309,-2.879254331,3.001841538,32.5569496,1333.333333,7.34472838,45.03232061,-25.48656163,74.51343837,0.016660234,-3257244,-20538733,9,3,314,45,0,0,0,0,0,0,1,2000,11,66,66.01,71.61,71.5,69.775,70.5205,75.3192,1400.14,1409.28,1428.32,10834.25,10907.06,10880.51,59.33,2
15,10-11-00,62.52,62.76,59.33,59.33,6807900,3.970497781,70.28099556,54.39900444,63.43,63.79,65.19,63.79,61.72,63.13,62.94,62.34,71.1072,71.74055,62.25600582,62.25600582,62.25600582,62.25600582,62.25600582,-2.161305468,-2.735664558,3.080281428,32.6022513,1333.333333,-0.6031161,37.77195745,-63.48470806,36.51529194,0.032015876,-27912390,-69168264,10,4,315,45,0,0,0,0,0,0,1,2000,11,62.56,66,66.01,72.43,69.08,70.106,74.7982,1365.98,1400.14,1426.69,10602.95,10834.25,10817.95,62.16,1
16,13-11-00,58.57,63.43,58.45,62.16,8684900,3.435576409,68.77915282,55.03684718,59.33,63.43,63.79,63.91,62.52,62.78,63.211,61.908,70.6478,71.69495,62.22400388,62.22400388,62.22400388,62.22400388,62.22400388,-2.049876827,-2.598507012,3.215975612,32.8675606,1333.333333,4.558452481,44.43157606,-37.25671918,62.74328082,0.042520622,24578267,-75037536,13,0,318,46,0,0,0,0,0,0,1,2000,11,62.66,62.56,66,71.88,68.652,69.664,74.2618,1351.26,1365.98,1432.19,10517.25,10602.95,10977.21,63.47,2
17,14-11-00,63.31,63.71,62.84,63.47,5150900,2.527991922,66.53798384,56.42601616,62.16,59.33,63.43,65.19,58.57,62.436,63.282,61.482,70.2456,71.66305,62.63933592,62.63933592,62.63933592,62.63933592,62.63933592,-1.834713341,-2.445748278,3.096977354,32.96029948,1333.333333,1.131293818,47.24599164,-26.18357488,73.81642512,0.042675714,6747679,-43885668,14,1,319,46,0,0,0,0,0,0,1,2000,11,66.13,62.66,62.56,71.61,68.141,69.559,73.8492,1382.95,1351.26,1431.87,10681.06,10517.25,10952.18,63.39,2
18,15-11-00,63.47,63.83,62.28,63.39,4160300,2.557384097,66.72626819,56.49673181,63.47,62.16,59.33,63.79,63.31,62.356,63.341,61.6115,69.8386,71.61965,62.88955728,62.88955728,62.88955728,62.88955728,62.88955728,-1.651611312,-2.286920884,2.986478971,33.20095782,1333.333333,0.939490446,47.08914172,-32.29166667,67.70833333,0.041621404,-332824,10775177,15,2,320,46,0,0,0,0,0,0,1,2000,11,67.47,66.13,62.66,66.01,67.825,69.532,73.5244,1389.81,1382.95,1409.28,10707.6,10681.06,10907.06,62.68,2
19,16-11-00,63.31,63.59,62.68,62.68,3739700,2.568016386,66.80953277,56.53746723,63.39,63.47,62.16,63.43,63.47,62.206,63.114,61.6735,69.3926,71.5612,62.81970485,62.81970485,62.81970485,62.81970485,62.81970485,-1.545971702,-2.138731048,2.838159045,33.42442627,1333.333333,-3.494996151,45.64094681,-40.50925926,59.49074074,0.041864776,-2655187,4637228,16,3,321,46,0,0,0,0,0,0,1,2000,11,63.54,67.47,66.13,66,67.029,69.0005,73.084,1372.32,1389.81,1400.14,10656.03,10707.6,10834.25,65.03,2
20,17-11-00,62.72,65.39,62.68,65.03,7717400,2.653504683,67.21350937,56.59949063,62.68,63.39,63.47,59.33,63.31,63.346,63.238,61.9065,69.043,71.51925,63.5564699,63.5564699,63.5564699,63.5564699,63.5564699,-1.258123327,-1.962609504,2.829004827,32.56912994,1333.333333,1.943878351,51.01122763,-14.8771022,85.1228978,0.024960868,18135890,35963084,17,4,322,46,0,0,0,0,0,0,1,2000,11,63.5,63.54,67.47,62.56,66.136,68.4125,72.6952,1367.72,1372.32,1365.98,10629.87,10656.03,10602.95,65.87,2
21,20-11-00,64.75,65.87,64.35,65.87,7426600,2.712127297,67.66575459,56.81724541,65.03,62.68,63.39,62.16,62.72,64.088,63.434,62.2415,68.774,71.48625,64.3276466,64.3276466,64.3276466,64.3276466,64.3276466,-0.951254961,-1.760338595,2.735504482,31.5112861,1333.333333,3.066812705,52.80599456,-4.010349288,95.98965071,0.019019367,6238344,49758220,20,0,325,47,0,0,0,0,0,0,1,2000,11,60.91,63.5,63.54,62.66,65.039,67.7005,72.2948,1342.62,1367.72,1351.26,10462.65,10629.87,10517.25,62.84,0
22,21-11-00,65.87,66.58,62.84,62.84,7180700,2.546556964,67.56361393,57.37738607,65.87,65.03,62.68,63.47,64.75,63.962,63.199,62.4705,68.438,71.42285,63.8317644,63.8317644,63.8317644,63.8317644,63.8317644,-0.941699917,-1.59661086,2.807254162,31.07735648,1333.333333,-3.604847369,46.22705689,-46.00246002,53.99753998,0.030832412,-21757521,32887606,21,1,326,47,0,0,0,0,0,0,1,2000,11,60.82,60.91,63.5,66.13,63.96,67.1445,71.9178,1347.35,1342.62,1382.95,10494.5,10462.65,10681.06,62.84,2
23,22-11-00,62.84,64.31,62.72,62.84,5537100,2.003108374,66.82921675,58.81678325,62.84,65.87,65.03,63.39,65.87,63.852,63.104,62.823,68.0678,71.364,63.50117627,63.50117627,63.50117627,63.50117627,63.50117627,-0.923482149,-1.461985118,2.720307436,30.71663374,1333.333333,-1.48926164,46.22705689,-46.00246002,53.99753998,0.030841139,0,39036555,22,2,327,47,0,0,0,0,0,0,1,2000,11,58.09,60.82,60.91,67.47,63.168,66.654,71.449,1322.36,1347.35,1389.81,10399.32,10494.5,10707.6,63.75,2
24,24-11-00,63.39,64.91,63.31,63.75,2497500,1.807508899,66.6710178,59.4409822,62.84,62.84,65.87,62.68,62.84,64.066,63.136,63.056,67.7262,71.30415,63.58411751,63.58411751,63.58411751,63.58411751,63.58411751,-0.826092363,-1.334806567,2.673856905,30.01322831,1333.333333,0.504493142,48.46348885,-34.80934809,65.19065191,0.030930608,2272725,11638350,24,4,329,47,0,0,0,0,0,0,1,2000,11,61.42,58.09,60.82,63.54,62.71,66.2425,71.0556,1341.77,1322.36,1372.32,10470.23,10399.32,10656.03,62.8,2
25,27-11-00,64.07,65.07,62.8,62.8,3866200,1.627504628,66.46650926,59.95649074,63.75,62.84,62.84,65.03,63.39,63.62,63.483,63.2115,67.3894,71.25145,63.32274501,63.32274501,63.32274501,63.32274501,63.32274501,-0.816159141,-1.231077082,2.645009983,29.56418768,1333.333333,5.848643182,46.29864269,-46.49446494,53.50553506,0.024950469,-3672890,12023882,27,0,332,48,0,0,0,0,0,0,1,2000,11,60.65,61.42,58.09,63.5,62.519,65.7995,70.6762,1348.97,1341.77,1367.72,10546.07,10470.23,10629.87,62.44,2
26,28-11-00,63,64.27,62.12,62.44,4799100,1.382712437,66.12642487,60.59557513,62.8,63.75,62.84,65.87,64.07,62.934,63.511,63.361,67.0678,71.1948,63.02849667,63.02849667,63.02849667,63.02849667,63.02849667,-0.827793693,-1.150420404,2.609652127,29.41580664,1333.333333,0.45045045,45.46974963,-50.92250923,49.07749077,0.022564476,-1727676,14349309,28,1,333,48,0,0,0,0,0,0,1,2000,11,57.07,60.65,61.42,60.91,61.96,65.306,70.2502,1336.09,1348.97,1342.62,10507.58,10546.07,10462.65,63.67,2
27,29-11-00,62.36,63.75,61.68,63.67,5524600,1.376854826,66.16020965,60.65279035,62.44,62.8,63.75,62.84,63,63.1,63.531,63.4065,66.7492,71.1409,63.24233111,63.24233111,63.24233111,63.24233111,63.24233111,-0.729355878,-1.066207499,2.571105547,29.45004695,1333.333333,0.315109501,48.83989742,-35.79335793,64.20664207,0.014282731,6795258,5027386,29,2,334,48,0,0,0,0,0,0,1,2000,11,54.88,57.07,60.65,60.82,60.835,64.488,69.7228,1341.93,1336.09,1347.35,10629.11,10507.58,10494.5,59.65,2
28,30-11-00,62.52,62.52,58.85,59.65,10651400,1.610266078,66.46953216,60.02846784,63.67,62.44,62.8,62.84,62.36,62.462,63.157,63.249,66.3526,71.07125,62.04488741,62.04488741,62.04488741,62.04488741,62.04488741,-0.964604246,-1.045886848,2.731740865,30.4183547,1333.333333,-5.899984225,40.11395137,-85.2398524,14.7601476,0.032966711,-42818628,-33551910,30,3,335,48,1,0,0,0,0,0,1,2000,11,54.92,54.88,57.07,58.09,59.58,63.7025,69.171,1314.95,1341.93,1322.36,10414.49,10629.11,10399.32,61,2
29,01-12-00,60.24,63.35,60.2,61,7525100,1.632735112,66.31697022,59.78602978,59.65,63.67,62.44,63.75,62.52,61.912,62.989,63.0515,66.0244,71.0052,61.69659161,61.69659161,61.69659161,61.69659161,61.69659161,-1.030230698,-1.042755618,2.800902232,30.74776277,1333.333333,-2.680280791,43.74860851,-68.63468635,31.36531365,0.034634226,10158885,-29724145,1,4,336,48,0,1,0,0,0,0,1,2000,12,55.8,54.92,54.88,61.42,58.806,62.9175,68.7568,1315.23,1314.95,1341.77,10373.54,10414.49,10470.23,62.76,2
30,04-12-00,61.24,63.27,61.08,62.76,5566800,1.624438364,66.24887673,59.75112327,61,59.65,63.67,62.8,60.24,61.904,62.762,63,65.7012,70.96145,62.05106107,62.05106107,62.05106107,62.05106107,62.05106107,-0.929508052,-1.020106105,2.762980644,31.05364168,1333.333333,-3.490696602,48.16553333,-49.41785252,50.58214748,0.037917428,9797568,-5733804,4,0,339,49,0,0,0,0,0,0,1,2000,12,56.68,55.8,54.92,60.65,58.124,62.13,68.2696,1324.97,1315.23,1348.97,10560.95,10373.54,10546.07,65.95,2
31,05-12-00,64.07,66.82,63.55,65.95,7804200,1.744216307,66.59043261,59.61356739,62.76,61,59.65,62.44,61.24,62.606,62.77,63.102,65.4528,70.9384,63.35070738,63.35070738,63.35070738,63.35070738,63.35070738,-0.585528679,-0.93319062,2.855624884,29.24747016,1333.333333,0.121451344,55.0542465,-10.91593476,89.08406524,0.043616077,24895398,15920568,5,1,340,49,0,0,0,0,0,0,1,2000,12,61.64,56.68,55.8,57.07,58.197,61.618,67.9248,1376.54,1324.97,1336.09,10898.72,10560.95,10507.58,61.72,0
32,06-12-00,64.91,64.95,60.48,61.72,10096900,1.697547069,66.32359414,59.53340586,65.95,62.76,61,63.67,64.07,62.216,62.658,62.9285,65.1692,70.90135,62.80713825,62.80713825,62.80713825,62.80713825,62.80713825,-0.646792376,-0.875910971,3.042365963,28.700659,1333.333333,-1.782304265,46.27256963,-63.98996236,36.01003764,0.054552403,-42709887,-35036243,6,2,341,49,0,0,0,0,0,0,1,2000,12,59.29,61.64,56.68,54.88,58.044,61.002,67.551,1351.46,1376.54,1341.93,10664.38,10898.72,10629.11,59.41,2
33,07-12-00,60.64,61.2,59.41,59.41,7922000,1.855717977,66.42093595,58.99806405,61.72,65.95,62.76,59.65,64.91,62.168,62.315,62.7095,64.8538,70.8472,61.67475884,61.67475884,61.67475884,61.67475884,61.67475884,-0.87169365,-0.875067507,2.990054109,28.52499392,1333.333333,-5.458306811,42.30408058,-92.97365119,7.026348808,0.048586947,-18299820,-34698360,7,3,342,49,0,0,0,0,0,0,1,2000,12,57.98,59.29,61.64,54.92,58.033,60.6005,67.1488,1343.55,1351.46,1314.95,10617.36,10664.38,10414.49,61.88,2
34,08-12-00,62.52,63.15,61.08,61.88,6140600,1.856410231,66.34482046,58.91917954,59.41,61.72,65.95,61,60.64,62.344,62.128,62.632,64.6228,70.81335,61.74317256,61.74317256,61.74317256,61.74317256,61.74317256,-0.840927485,-0.868239502,3.043621672,27.42189136,1333.333333,-2.933333333,47.48986393,-61.98243413,38.01756587,0.051433578,15167282,-9517930,8,4,343,49,0,0,0,0,0,0,1,2000,12,59.29,57.98,59.29,55.8,57.82,60.265,66.7378,1369.89,1343.55,1315.23,10712.91,10617.36,10373.54,60.6,2
35,11-12-00,61.56,62.68,59.81,60.6,6185600,1.756553069,66.20860614,59.18239386,61.88,59.41,61.72,62.76,62.52,61.912,61.908,62.6955,64.3996,70.78425,61.36211504,61.36211504,61.36211504,61.36211504,61.36211504,-0.909347982,-0.876461198,3.031220124,26.82058062,1333.333333,-3.503184713,45.22150397,-78.04265997,21.95734003,0.050190701,-7917568,7855712,11,0,346,50,0,0,0,0,0,0,1,2000,12,64.85,59.29,57.98,56.68,58.24,60.3795,66.4872,1380.2,1369.89,1324.97,10725.8,10712.91,10560.95,59.89,2
36,12-12-00,60.76,61.32,59.01,59.89,7913300,1.863083466,66.30816693,58.85583307,60.6,61.88,59.41,65.95,61.56,60.7,61.653,62.582,64.0962,70.75715,60.87141003,60.87141003,60.87141003,60.87141003,60.87141003,-1.009229021,-0.903014763,2.979704401,26.51780915,1333.333333,-4.083920564,43.96700308,-86.9510665,13.0489335,0.03905463,-5618443,-17963191,12,1,347,50,0,0,0,0,0,0,1,2000,12,62.48,64.85,59.29,61.64,58.781,60.3705,66.224,1371.18,1380.2,1376.54,10768.27,10725.8,10898.72,58.21,2
37,13-12-00,60.52,61.64,57.85,58.21,6992600,2.088728901,66.4964578,58.1415422,59.89,60.6,61.88,61.72,60.76,59.998,61.107,62.319,63.8516,70.7296,59.98427335,59.98427335,59.98427335,59.98427335,59.98427335,-1.209999305,-0.964411671,3.037582658,26.59352552,1333.333333,-8.575467253,41.06415394,-95.98662207,4.013377926,0.031013305,-11747568,-36781076,13,2,348,50,0,0,0,0,0,0,1,2000,12,59.93,62.48,64.85,59.29,59.286,60.0605,65.9578,1359.99,1371.18,1351.46,10794.44,10768.27,10664.38,58.97,2
38,14-12-00,58.69,59.77,58.57,58.97,6131400,2.200298066,66.49859613,57.69740387,58.21,59.89,60.6,59.41,60.52,59.91,61.039,62.098,63.5736,70.6967,59.64618223,59.64618223,59.64618223,59.64618223,59.64618223,-1.292882014,-1.03010574,2.93204104,26.66383358,1333.333333,-1.139983236,42.90076373,-87.51393534,12.48606466,0.028479101,4659864,-27100788,14,3,349,50,0,0,0,0,0,0,1,2000,12,57,59.93,62.48,57.98,59.494,59.537,65.6046,1340.93,1359.99,1343.55,10674.99,10794.44,10617.36,56.02,2
39,15-12-00,57.41,57.85,55.7,56.02,14254500,2.578968582,66.92293716,56.60706284,58.97,58.21,59.89,61.88,58.69,58.738,60.541,61.765,63.2518,70.63355,58.43745482,58.43745482,58.43745482,58.43745482,58.43745482,-1.578412547,-1.139767101,2.956180966,27.53735769,1333.333333,-8.163934426,37.95634879,-97.12230216,2.877697842,0.023058758,-42050775,-94934970,15,4,350,50,0,0,0,0,0,0,1,2000,12,55.7,57,59.93,59.29,59.484,59.145,65.221,1312.15,1340.93,1369.89,10434.96,10674.99,10712.91,57.73,2
40,18-12-00,56.38,57.73,56.38,57.73,7693800,2.608962286,66.61792457,56.18207543,56.02,58.97,58.21,60.6,57.41,58.164,60.038,61.4,62.9282,70.59465,58.20163655,58.20163655,58.20163655,58.20163655,58.20163655,-1.647720941,-1.241357869,2.867168039,28.34848721,1333.333333,-8.014659018,42.12056211,-81.74460432,18.25539568,0.032022698,13156398,-56164740,18,0,353,51,0,0,0,0,0,0,1,2000,12,55.8,55.7,57,64.85,59.396,58.76,64.8896,1322.74,1312.15,1380.2,10645.42,10434.96,10725.8,57.49,2
41,19-12-00,57.53,60.24,57.29,57.49,7705300,2.524855181,66.03071036,55.93128964,57.73,56.02,58.97,59.89,56.38,57.684,59.192,60.981,62.5752,70.55475,57.96442437,57.96442437,57.96442437,57.96442437,57.96442437,-1.702390242,-1.333564344,2.873084608,27.74454177,1333.333333,-12.82789992,41.69755658,-83.9028777,16.0971223,0.032055126,-1849272,-64570414,19,1,354,51,0,0,0,0,0,0,1,2000,12,51.55,55.8,55.7,62.48,58.387,58.292,64.4798,1305.6,1322.74,1371.18,10584.37,10645.42,10768.27,54.86,2
42,20-12-00,54.78,56.14,54.1,54.86,12579400,2.827959279,66.23791856,54.92608144,57.49,57.73,56.02,58.21,57.53,57.014,58.506,60.582,62.2086,70.49135,56.92961624,56.92961624,56.92961624,56.92961624,56.92961624,-1.935622426,-1.45397596,2.910007136,28.08609395,1333.333333,-11.1147116,37.27931919,-94.02515723,5.974842767,0.035636404,-33083822,-100383612,20,2,355,51,0,0,0,0,0,0,1,2000,12,48.6,51.55,55.8,59.93,57.318,57.681,64.0862,1264.74,1305.6,1359.99,10318.93,10584.37,10794.44,52.03,2
43,21-12-00,54.54,56.1,51.07,52.03,12725500,3.357200079,66.75590016,53.32709984,54.86,57.49,57.73,58.97,54.78,55.626,57.768,60.0415,61.822,70.40825,55.29641083,55.29641083,55.29641083,55.29641083,55.29641083,-2.322050805,-1.627590929,3.061435198,29.07271996,1333.333333,-12.42215115,33.2024737,-93.9047619,6.095238095,0.036323996,-36013165,-137562655,21,3,356,51,0,0,0,0,0,0,1,2000,12,48.88,48.6,51.55,57,56.408,57.2205,63.72,1274.86,1264.74,1340.93,10487.29,10318.93,10674.99,56.78,1
44,22-12-00,53.9,57.01,53.9,56.78,9514000,3.313452802,66.3199056,53.0660944,52.03,54.86,57.49,56.02,54.54,55.778,57.258,59.693,61.6436,70.35765,55.79094055,55.79094055,55.79094055,55.79094055,55.79094055,-2.219428586,-1.74595846,3.198475541,29.5530869,1333.333333,-8.241758242,44.22725869,-63.74603175,36.25396825,0.059065213,45191500,-66312580,22,4,357,51,0,0,0,0,0,0,1,2000,12,52.75,48.88,48.6,55.7,55.754,56.787,63.465,1305.95,1274.86,1312.15,10635.56,10487.29,10434.96,54.1,2
45,26-12-00,56.78,57.13,53.75,54.1,6052300,3.452261806,66.16252361,52.35347639,56.78,52.03,54.86,57.73,53.9,55.052,56.608,59.258,61.3358,70.2859,55.2272937,55.2272937,55.2272937,55.2272937,55.2272937,-2.327523102,-1.862271389,3.211441574,30.03387763,1333.333333,-10.72607261,40.1961874,-78.17002882,21.82997118,0.060569428,-16220164,-52655010,26,1,361,52,0,0,0,0,0,0,1,2000,12,53.08,52.75,48.88,55.8,54.577,56.4085,63.1096,1315.19,1305.95,1322.74,10692.44,10635.56,10645.42,54.02,2
